,category,currency,discount_price,discount_rate,rating,rating_count,shipping_option_price,shipping_is_express,has_urgency_banner,origin_country,merchant_rating_count,merchant_rating,size_var,nb_cart_orders_approx
37,bodysuit,EUR,7.0,0.0,0.0,0.0,3.0,0,1,CN,53.0,3.981132075471698,11.0,10.0
38,bodysuit,EUR,10.0,0.09090909090909094,4.3050193050193055,259.0,3.0,0,0,CN,9573.0,4.41178314008148,0.0,1000.0
39,bodysuit,EUR,7.0,0.0,4.173734610123119,1462.0,2.0,0,1,CN,10099.0,4.1593227052183375,4.0,5000.0
40,bodysuit,EUR,21.0,0.0,0.0,0.0,6.0,0,0,CA,1166.0,3.9382504288164655,2.0,10.0
41,bodysuit,EUR,5.0,0.0,4.153172866520788,457.0,2.0,0,0,CN,8486.0,4.025335847277868,6.0,1000.0
42,bodysuit,EUR,10.0,0.0,3.9166666666666665,24.0,2.0,0,0,CN,6597.0,4.088979839320904,5.0,10.0
43,bodysuit,EUR,14.0,0.06666666666666665,3.697674418604651,258.0,4.0,0,0,CN,13831.0,4.02682380160509,1.0,1000.0
44,bodysuit,EUR,5.0,0.8484848484848485,3.58974358974359,78.0,2.0,0,1,CN,13046.0,3.804844396749962,6.0,1000.0
45,bodysuit,EUR,7.0,0.8157894736842105,4.0,3.0,3.0,0,0,CN,8304.0,4.4244942196531785,3.0,10.0
46,bodysuit,EUR,8.0,0.0,4.095238095238095,21.0,3.0,0,0,CN,1121.0,4.0570918822479936,0.0,10.0
47,bodysuit,EUR,5.0,0.0,4.140740740740742,945.0,2.0,0,1,CN,1514.0,4.33883751651255,5.0,5000.0
48,bodysuit,EUR,4.78,0.04399999999999993,4.193548387096774,31.0,1.0,0,0,CN,4120.0,4.358980582524272,0.0,10.0
49,bodysuit,EUR,11.0,0.7380952380952381,3.3823529411764706,34.0,3.0,0,1,CN,8304.0,4.4244942196531785,7.0,10.0
50,bodysuit,EUR,19.0,0.4242424242424242,4.0,1.0,5.0,0,0,CN,414.0,4.323671497584541,0.0,10.0
51,bodysuit,EUR,8.0,0.0,4.666666666666667,3.0,3.0,0,1,US,9655.0,4.2848265147591915,5.0,10.0
52,bodysuit,EUR,10.0,0.6428571428571428,0.0,0.0,6.0,1,0,CN,8509.0,4.180044658596779,8.0,10.0
53,bodysuit,EUR,26.0,0.0,0.0,0.0,11.06,0,0,other,12.0,4.833333333333333,3.0,10.0
54,bodysuit,EUR,5.0,0.0,0.0,0.0,2.0,0,1,CN,0.0,5.0,0.0,10.0
55,bodysuit,EUR,6.0,0.0,0.0,0.0,2.0,0,0,CN,19295.0,4.254210935475512,5.0,10.0
56,bodysuit,EUR,8.0,0.0,1.0,1.0,3.0,0,1,CN,649.0,3.8859784283513097,6.0,10.0
57,bodysuit,EUR,8.0,0.2727272727272727,3.831168831168831,77.0,7.0,1,1,CN,8509.0,4.180044658596779,8.0,10.0
58,bodysuit,EUR,10.0,0.16666666666666663,3.433333333333333,30.0,3.0,0,0,CN,5023.0,4.154688433207246,3.0,10.0
59,bodysuit,EUR,7.0,0.0,4.357142857142857,294.0,2.0,0,0,CN,26389.0,4.002576831255447,8.0,1000.0
60,bodysuit,EUR,11.0,0.8,3.571428571428572,7.0,3.0,0,1,CN,2114.0,4.476821192052981,4.0,10.0
61,bodysuit,EUR,2.24,0.2533333333333333,3.944827586206896,435.0,1.0,0,0,CN,4249.0,4.1315603671452115,12.0,1000.0
62,bodysuit,EUR,10.0,0.0,4.17948717948718,39.0,3.0,0,0,CN,117.0,3.940170940170941,4.0,10.0
63,bodysuit,EUR,5.0,0.0,3.7407407407407414,27.0,2.0,0,1,CN,1407.0,4.174840085287847,7.0,10.0
64,bodysuit,EUR,10.0,0.0,4.5,4.0,4.0,1,1,CN,60210.0,4.2034379671150965,8.0,10.0
65,bodysuit,EUR,19.0,0.5,3.8227797690163277,2511.0,5.0,0,0,CN,8186.0,4.131321768873687,10.0,20000.0
66,bodysuit,EUR,10.0,0.6153846153846154,4.367346938775509,98.0,3.0,0,0,CN,29611.0,4.394988348924387,4.0,10.0
67,bodysuit,EUR,6.0,0.0,3.8135593220338975,118.0,2.0,0,1,US,568.0,4.202464788732393,4.0,10.0
68,bodysuit,EUR,33.0,0.484375,4.642857142857143,14.0,11.0,0,0,CN,152.0,4.453947368421051,6.0,10.0
69,bodysuit,EUR,7.0,0.2222222222222222,4.260606060606062,165.0,3.0,0,0,CN,7971.0,4.0597164722117665,6.0,1000.0
70,bodysuit,EUR,11.0,0.0,4.25,16.0,3.0,0,0,CN,119740.0,4.477676632704194,4.0,10.0
71,bodysuit,EUR,19.0,0.0,0.0,0.0,11.0,1,1,CA,1166.0,3.9382504288164655,3.0,10.0
72,bodysuit,EUR,12.0,0.0,0.0,0.0,4.0,0,0,CN,16053.0,3.904566124711892,0.0,10.0
73,bodysuit,EUR,4.74,0.7211764705882353,0.0,0.0,2.0,0,0,CN,110.0,4.3909090909090915,3.0,10.0
74,bodysuit,EUR,5.0,0.0,3.6666666666666665,21.0,2.0,0,0,CN,3451.0,4.363372935381049,7.0,10.0
75,bodysuit,EUR,12.0,0.7857142857142857,4.164179104477612,67.0,4.0,0,1,CN,607.0,4.3525535420098835,5.0,10.0
76,bodysuit,EUR,6.0,0.0,3.2,5.0,2.0,0,0,CN,41174.0,4.265604507699034,9.0,10.0
77,bodysuit,EUR,4.79,0.8739473684210526,4.446727549467275,1314.0,1.0,0,0,CN,1798.0,4.4627363737486085,0.0,10000.0
78,bodysuit,EUR,15.0,0.0,0.0,0.0,0.0,0,0,CA,403.0,4.054590570719603,5.0,10.0
79,bodysuit,EUR,7.0,0.0,4.108030248469571,2777.0,7.0,1,0,CN,571636.0,4.2384297000188935,6.0,10000.0
80,bodysuit,EUR,6.0,0.0,4.28,75.0,7.0,1,0,CN,69981.0,4.188736942884497,4.0,10.0
81,bodysuit,EUR,10.0,0.0,4.18,50.0,3.0,0,0,CN,202.0,4.108910891089109,0.0,10.0
82,bodysuit,EUR,10.0,0.0,4.0801603206412835,499.0,2.0,0,0,CN,3047.0,4.215621923203151,1.0,1000.0
83,bodysuit,EUR,24.0,0.0,0.0,0.0,0.0,0,1,CA,403.0,4.054590570719603,3.0,10.0
84,bodysuit,EUR,6.0,0.6842105263157895,4.111111111111111,27.0,2.0,0,0,CN,730.0,4.315068493150685,9.0,10.0
85,bodysuit,EUR,8.0,0.0,5.0,2.0,3.0,0,0,CN,13281.0,3.874557638732023,0.0,10.0
86,bodysuit,EUR,7.0,0.30000000000000004,3.6428571428571432,28.0,3.0,0,1,CN,7264.0,4.402257709251102,4.0,10.0
87,bodysuit,EUR,4.71,0.05800000000000005,3.9303797468354436,158.0,2.0,0,0,CN,2904.0,4.167699724517906,8.0,1000.0
88,bodysuit,EUR,13.0,0.9166666666666666,0.0,0.0,4.0,0,1,CN,72.0,3.736111111111111,4.0,10.0
89,bodysuit,EUR,6.0,0.8571428571428572,4.269230769230768,208.0,2.0,0,0,CN,1561.0,4.458680333119795,5.0,1000.0
90,bodysuit,EUR,5.0,0.0,3.888888888888889,27.0,2.0,0,1,CN,5031.0,4.112701252236136,11.0,10.0
91,bodysuit,EUR,11.0,0.0,3.4166666666666665,72.0,3.0,0,0,CN,1174.0,3.992333901192504,5.0,10.0
92,bodysuit,EUR,7.0,0.0,4.518518518518519,27.0,3.0,0,0,CN,114140.0,4.143288943402839,4.0,10.0
93,bodysuit,EUR,14.0,0.2222222222222222,4.2,15.0,5.0,1,0,CN,3737.0,4.084292213005083,8.0,10.0
94,bodysuit,EUR,14.0,0.4814814814814815,4.259701492537314,335.0,4.0,0,0,CN,607.0,4.3525535420098835,2.0,1000.0
95,bodysuit,EUR,10.0,0.375,4.666666666666667,3.0,7.0,1,1,CN,18677.0,4.2190930020881305,8.0,10.0
96,bodysuit,EUR,5.0,0.0,4.150943396226415,53.0,2.0,0,1,CN,10985.0,4.026308602639964,0.0,10.0
97,bodysuit,EUR,14.0,0.0,0.0,0.0,0.0,0,0,other,65.0,4.230769230769232,0.0,10.0
98,bodysuit,EUR,6.0,0.5714285714285714,3.8,30.0,2.0,0,0,CN,339.0,4.23598820058997,7.0,10.0
99,bodysuit,EUR,10.0,0.0,4.0,25.0,2.0,0,0,CN,18.0,4.333333333333333,9.0,10.0
100,bodysuit,EUR,8.0,0.0,4.6,5.0,7.0,1,0,CN,1264.0,4.2436708860759484,4.0,10.0
101,bodysuit,EUR,11.0,0.6666666666666667,4.75,4.0,3.0,0,0,CN,426.0,3.4647887323943665,9.0,10.0
102,bodysuit,EUR,11.0,0.0,3.9090909090909087,11.0,3.0,0,0,CN,3723.0,4.078968573730863,10.0,10.0
103,bodysuit,EUR,7.0,0.7586206896551724,4.615384615384615,39.0,3.0,0,0,CN,9514.0,4.429787681311751,2.0,10.0
104,bodysuit,EUR,6.0,0.0,3.780984719864176,589.0,7.0,1,0,CN,63613.0,4.213714177919608,5.0,5000.0
105,bodysuit,EUR,7.0,0.0,3.8939393939393936,1848.0,2.0,0,0,CN,114140.0,4.143288943402839,4.0,5000.0
106,bodysuit,EUR,21.0,0.0,0.0,0.0,11.06,0,0,other,12.0,4.833333333333333,1.0,10.0
107,bodysuit,EUR,6.0,0.4,3.8494832041343665,3096.0,2.0,0,1,CN,152687.0,4.312285918251063,4.0,10000.0
108,bodysuit,EUR,14.0,0.0,4.0,1.0,5.0,1,0,CN,9180.0,4.133333333333334,6.0,10.0
109,bodysuit,EUR,6.0,0.0,4.130590339892666,559.0,2.0,0,1,CN,18453.0,4.0071533084051385,6.0,5000.0
110,bodysuit,EUR,11.0,0.8333333333333334,4.009174311926605,109.0,3.0,0,0,CN,15039.0,4.205532282731564,6.0,10.0
111,bodysuit,EUR,37.0,0.0,0.0,0.0,17.0,0,0,other,6.0,3.8333333333333335,1.0,10.0
112,bodysuit,EUR,16.0,0.5151515151515151,4.2,15.0,6.0,0,1,CN,20641.0,4.286517126108231,4.0,10.0
113,bodysuit,EUR,12.0,0.7931034482758621,4.326086956521738,46.0,4.0,0,1,CN,5008.0,4.442891373801917,3.0,10.0
114,bodysuit,EUR,4.78,0.04399999999999993,3.9013157894736836,152.0,2.0,0,0,CN,1441.0,4.4163775156141565,0.0,1000.0
115,bodysuit,EUR,10.0,0.375,5.0,1.0,2.0,0,1,CN,4430.0,3.9467268623024827,5.0,10.0
116,bodysuit,EUR,8.0,0.0,3.0,3.0,3.0,0,0,CN,3404.0,3.941833137485312,8.0,10.0
117,bodysuit,EUR,6.0,0.8695652173913043,4.6923076923076925,13.0,2.0,0,0,CN,8214.0,4.398222546871196,6.0,10.0
118,bodysuit,EUR,10.0,0.0,4.115384615384615,26.0,5.0,0,0,CN,31254.0,4.246624432072695,3.0,10.0
119,bodysuit,EUR,10.0,0.16666666666666663,3.6666666666666665,3.0,4.0,1,0,CN,35835.0,4.203823077996372,8.0,10.0
120,bodysuit,EUR,7.0,0.7407407407407407,4.2,20.0,2.0,0,1,CN,1750.0,4.1251428571428574,4.0,10.0
121,bodysuit,EUR,16.0,0.7948717948717949,4.353640416047548,1346.0,6.0,0,0,CN,17172.0,4.165793151642208,4.0,5000.0
122,bodysuit,EUR,7.0,0.0,2.0,1.0,2.0,0,0,CN,2552.0,3.7989811912225706,4.0,10.0
123,bodysuit,EUR,21.0,0.0,0.0,0.0,12.0,1,1,CA,1166.0,3.9382504288164655,4.0,10.0
124,bodysuit,EUR,12.0,0.0,3.874213836477987,159.0,7.0,1,0,CN,35171.0,4.131898439054903,5.0,10.0
125,bodysuit,EUR,6.0,0.0,3.9724409448818903,254.0,2.0,0,1,CN,1446.0,4.376901798063623,4.0,1000.0
126,bodysuit,EUR,12.0,0.0,4.0,2.0,4.0,0,1,CN,9309.0,4.226017832205392,8.0,10.0
127,bodysuit,EUR,4.77,0.04600000000000004,3.7575757575757582,33.0,6.0,1,1,CN,14826.0,4.098003507351948,4.0,10.0
128,bodysuit,EUR,10.0,0.0,4.2,5.0,5.0,1,1,CN,19905.0,4.241999497613665,8.0,10.0
129,bodysuit,EUR,8.0,0.0,4.304347826086956,23.0,3.0,0,0,CN,3939.0,4.279004823559279,4.0,10.0
130,bodysuit,EUR,14.0,0.6888888888888889,4.166666666666667,6.0,4.0,0,0,CN,12502.0,4.218445048792193,7.0,10.0
131,bodysuit,EUR,4.71,0.05800000000000005,3.7375,720.0,1.0,0,1,CN,7707.0,4.229142338134164,4.0,1000.0
132,bodysuit,EUR,32.0,0.0,0.0,0.0,10.0,0,0,CA,1166.0,3.9382504288164655,3.0,10.0
133,bodysuit,EUR,7.0,0.7941176470588236,4.087719298245614,57.0,2.0,0,0,CN,29611.0,4.394988348924387,12.0,10.0
134,bodysuit,EUR,13.0,0.0,4.327586206896552,58.0,4.0,0,0,CN,24334.0,4.218007725815731,8.0,10.0
135,bodysuit,EUR,10.0,0.0,3.136363636363636,22.0,2.0,0,1,CN,15887.0,4.227796311449613,2.0,10.0
136,bodysuit,EUR,15.0,0.6511627906976745,4.2631578947368425,19.0,5.0,0,0,CN,9514.0,4.429787681311751,4.0,10.0
137,bodysuit,EUR,15.0,0.0,3.636363636363636,11.0,5.0,0,0,CN,9514.0,4.429787681311751,4.0,10.0
138,bodysuit,EUR,8.0,0.0,3.0,2.0,3.0,0,0,CN,124.0,3.9758064516129035,8.0,10.0
139,bodysuit,EUR,5.0,0.8484848484848485,4.428571428571429,14.0,2.0,0,1,CN,4110.0,4.246228710462287,6.0,10.0
140,bodysuit,EUR,10.0,0.9074074074074074,4.079276773296245,719.0,2.0,0,0,CN,4247.0,4.335766423357664,4.0,1000.0
141,bodysuit,EUR,2.23,0.2566666666666667,4.5,4.0,6.0,1,1,CN,401.0,4.234413965087281,5.0,10.0
142,bodysuit,EUR,6.0,0.0,5.0,1.0,6.0,1,0,US,16.0,3.75,4.0,10.0
143,bodysuit,EUR,19.0,0.0,0.0,0.0,6.0,0,0,CA,1166.0,3.9382504288164655,3.0,10.0
144,bodysuit,EUR,8.0,0.0,4.392857142857143,28.0,3.0,0,0,CN,1899.0,4.257503949447077,4.0,10.0
145,bodysuit,EUR,5.0,0.7058823529411764,4.213675213675214,117.0,2.0,0,1,CN,7826.0,4.45591617684641,1.0,10.0
146,bodysuit,EUR,5.0,0.0,4.424242424242424,33.0,7.0,0,0,US,227.0,4.277533039647577,4.0,10.0
147,bodysuit,EUR,12.0,0.0,3.7643365424863964,2389.0,4.0,0,0,CN,20559.0,4.06474050294275,7.0,10000.0
148,bodysuit,EUR,5.0,0.0,3.8958333333333335,96.0,2.0,0,0,CN,503051.0,4.256749315675747,8.0,10.0
149,bodysuit,EUR,10.0,0.0,3.8163265306122454,49.0,2.0,0,0,CN,13980.0,4.05,7.0,10.0
150,bodysuit,EUR,7.0,0.0,5.0,1.0,3.0,0,0,CN,50802.0,4.100842486516279,3.0,10.0
151,bodysuit,EUR,10.0,0.0,4.428571428571429,42.0,2.0,0,0,US,272.0,4.338235294117647,4.0,10.0
152,bodysuit,EUR,13.0,0.0,4.8125,16.0,8.0,1,0,CN,38132.0,4.284118325815587,4.0,10.0
153,bodysuit,EUR,12.0,0.9136690647482014,4.2727272727272725,11.0,3.0,0,0,CN,72.0,3.736111111111111,3.0,10.0
154,bodysuit,EUR,11.0,0.42105263157894735,3.9090909090909087,11.0,3.0,0,0,CN,377.0,4.156498673740053,0.0,10.0
155,bodysuit,EUR,14.0,0.0,3.9607843137254894,51.0,6.0,1,0,CN,346498.0,4.071769534023284,5.0,10.0
156,bodysuit,EUR,10.0,0.0,4.4,10.0,4.0,1,0,CN,1196.0,4.159698996655519,8.0,10.0
157,bodysuit,EUR,14.0,0.72,5.0,1.0,5.0,0,0,CN,5692.0,4.401440618411807,4.0,10.0
158,bodysuit,EUR,35.0,0.0,0.0,0.0,11.06,0,0,other,12.0,4.833333333333333,2.0,10.0
159,bodysuit,EUR,15.0,0.34782608695652173,3.84,50.0,5.0,0,1,CN,10385.0,4.139239287433798,5.0,10.0
160,bodysuit,EUR,20.0,0.0,0.0,0.0,11.0,0,0,CA,1166.0,3.9382504288164655,4.0,10.0
161,bodysuit,EUR,12.0,0.0,0.0,0.0,4.0,0,0,CN,13.0,4.461538461538462,12.0,10.0
162,bodysuit,EUR,10.0,0.75,4.024742268041237,970.0,3.0,0,1,CN,14852.0,4.057366011311608,4.0,5000.0
163,bodysuit,EUR,15.0,0.0,0.0,0.0,5.0,0,0,CA,1166.0,3.9382504288164655,3.0,10.0
164,bodysuit,EUR,3.0,0.9473684210526316,3.995,200.0,1.0,0,0,CN,5950.0,4.129243697478992,12.0,1000.0
165,bodysuit,EUR,6.0,0.0,3.4972375690607733,362.0,2.0,0,0,CN,14612.0,3.9519572953736657,9.0,1000.0
166,bodysuit,EUR,10.0,0.0,1.0,1.0,3.0,0,0,US,536.0,3.763059701492537,0.0,10.0
167,bodysuit,EUR,12.0,0.9272727272727272,4.3931623931623935,234.0,4.0,0,0,CN,2861.0,3.9986018874519402,3.0,10.0
168,bodysuit,EUR,7.0,0.0,3.9538461538461536,65.0,2.0,0,0,CN,251202.0,4.199787422074665,2.0,10.0
169,bodysuit,EUR,5.0,0.0,4.225806451612904,31.0,2.0,0,1,CN,1256.0,4.3415605095541405,9.0,10.0
170,bodysuit,EUR,7.0,0.30000000000000004,4.206896551724138,29.0,3.0,0,0,CN,14618.0,4.0448761800519915,9.0,10.0
171,bodysuit,EUR,10.0,0.0,4.0,8.0,2.0,0,0,CN,18616.0,3.932907176622261,8.0,10.0
172,bodysuit,EUR,5.0,0.7058823529411764,3.1515151515151514,33.0,2.0,0,0,CN,1662.0,3.8026474127557166,8.0,10.0
173,bodysuit,EUR,10.0,0.0,4.8,10.0,4.0,1,0,CN,19905.0,4.241999497613665,8.0,10.0
174,bodysuit,EUR,10.0,0.0,4.340101522842638,197.0,3.0,0,1,CN,4660.0,4.145278969957081,0.0,1000.0
175,bodysuit,EUR,19.0,0.24,4.478102189781022,274.0,5.0,0,1,CN,7474.0,4.251940058870752,0.0,1000.0
176,bodysuit,EUR,3.98,0.9514634146341463,0.0,0.0,1.0,0,0,CN,325.0,4.126153846153846,0.0,10.0
177,bodysuit,EUR,10.0,0.0,3.808612440191387,418.0,3.0,0,0,CN,113192.0,4.2855678846561585,4.0,1000.0
178,bodysuit,EUR,11.0,0.0,3.6666666666666665,6.0,3.0,0,0,CN,20481.0,4.3962697133929005,5.0,10.0
179,bodysuit,EUR,14.0,0.0,4.199038105808361,2703.0,5.0,0,0,CN,4270.0,4.365339578454333,3.0,10000.0
180,bodysuit,EUR,11.0,0.0,3.0,2.0,3.0,0,1,US,256.0,4.15625,3.0,10.0
181,bodysuit,EUR,5.0,0.0,4.8,10.0,2.0,0,0,US,81.0,4.024691358024692,10.0,10.0
182,bodysuit,EUR,114.0,0.0,3.888888888888889,18.0,12.0,0,0,CN,914.0,4.3402625820568925,12.0,10.0
183,bodysuit,EUR,7.0,0.0,3.8711656441717786,163.0,7.0,0,1,CN,12993.0,4.269991533902871,4.0,10.0
184,bodysuit,EUR,14.0,0.8292682926829268,3.84375,32.0,4.0,0,1,CN,5628.0,4.407071783937456,4.0,10.0
185,bodysuit,EUR,14.0,0.0,4.5555555555555545,9.0,5.0,0,0,CN,77.0,4.311688311688313,5.0,10.0
186,bodysuit,EUR,6.0,0.0,3.920212765957447,188.0,2.0,0,0,CN,8149.0,4.0630752239538594,10.0,1000.0
187,bodysuit,EUR,14.0,0.3913043478260869,3.5,2.0,5.0,0,0,CN,2332.0,4.431818181818182,3.0,10.0
188,bodysuit,EUR,10.0,0.0,4.280612244897959,196.0,3.0,0,0,CN,69981.0,4.188736942884497,4.0,1000.0
189,bodysuit,EUR,5.0,0.8076923076923077,3.8228571428571434,525.0,2.0,0,0,CN,10385.0,4.139239287433798,6.0,1000.0
190,bodysuit,EUR,6.0,0.6470588235294117,3.9107142857142856,56.0,2.0,0,0,CN,9248.0,4.3333693771626285,3.0,10.0
191,bodysuit,EUR,12.0,0.4285714285714286,3.652173913043478,23.0,3.0,0,1,CN,5008.0,4.442891373801917,7.0,10.0
192,bodysuit,EUR,15.0,0.4642857142857143,4.413793103448277,29.0,5.0,0,0,CN,607.0,4.3525535420098835,0.0,10.0
193,bodysuit,EUR,90.0,0.719626168224299,5.0,2.0,12.0,0,0,CN,1240.0,4.334677419354839,6.0,10.0
194,bodysuit,EUR,10.0,0.0,4.466666666666667,15.0,3.0,0,0,CN,4205.0,4.220451843043995,4.0,10.0
195,bodysuit,EUR,34.0,0.0,4.126410835214447,443.0,12.0,0,1,CN,810.0,4.098765432098766,12.0,1000.0
196,bodysuit,EUR,2.33,0.22333333333333327,3.6666666666666665,12.0,1.0,0,0,CN,281.0,3.9430604982206408,0.0,10.0
197,bodysuit,EUR,14.0,0.0,4.411764705882354,34.0,7.0,1,0,CN,5738.0,4.033809689787383,8.0,10.0
198,bodysuit,EUR,10.0,0.8780487804878049,3.943859649122807,285.0,2.0,0,0,CN,15353.0,4.1756659936168825,11.0,1000.0
199,bodysuit,EUR,10.0,0.0,4.125,64.0,3.0,0,0,CN,20526.0,4.16608204228783,0.0,10.0
200,bodysuit,EUR,11.0,0.0,3.847826086956522,46.0,3.0,0,1,CN,20559.0,4.06474050294275,12.0,10.0
201,bodysuit,EUR,15.0,0.7580645161290323,3.8628571428571434,175.0,5.0,0,0,CN,3155.0,4.300158478605389,5.0,1000.0
202,bodysuit,EUR,138.0,0.0,0.0,0.0,12.0,0,0,other,5.0,4.8,0.0,10.0
203,bodysuit,EUR,6.0,0.33333333333333337,4.119718309859155,142.0,2.0,0,1,CN,22384.0,4.076304503216583,7.0,1000.0
204,bodysuit,EUR,24.0,0.0,0.0,0.0,13.0,1,0,CA,1166.0,3.9382504288164655,3.0,10.0
205,bodysuit,EUR,4.67,0.33285714285714285,3.7105263157894735,38.0,2.0,0,0,CN,3704.0,4.146058315334773,7.0,10.0
206,bodysuit,EUR,14.0,0.0,4.3157894736842115,19.0,5.0,0,1,CN,799.0,4.066332916145181,7.0,10.0
207,bodysuit,EUR,10.0,0.0,0.0,0.0,7.0,1,0,CN,28094.0,4.330604399515911,5.0,10.0
208,bodysuit,EUR,21.0,0.0,0.0,0.0,0.0,0,0,CA,403.0,4.054590570719603,3.0,10.0
209,bodysuit,EUR,8.0,0.0,3.75,4.0,4.0,1,0,CN,15245.0,4.170482125286981,8.0,10.0
210,bodysuit,EUR,5.0,0.6666666666666667,3.7441441441441436,555.0,2.0,0,0,CN,3266.0,4.040416411512553,7.0,1000.0
211,bodysuit,EUR,10.0,0.9595141700404858,2.8571428571428568,7.0,2.0,0,1,CN,83.0,4.265060240963855,0.0,10.0
212,bodysuit,EUR,8.0,0.0,4.333333333333333,21.0,3.0,0,0,CN,20559.0,4.06474050294275,6.0,10.0
